row,col,reseller_id,time_4y,time_phys,deviation
722,285,1325,42.496597,16.97056289599111,25.52603439404795
585,819,1565,432.22968,422.445572235614,9.784103057354741
710,84,1220,129.41408,126.31818579694661,3.0958919618424545
688,327,2453,205.63547,213.40324596247774,-7.767778433180865
780,928,1219,214.35463,209.34904285962358,5.005586656977982
148,365,2785,1333.8163,1293.5041525079353,40.31213167175224
206,682,2236,156.21231,138.90810870973746,17.304202081278163
156,634,2296,526.9916,517.5059491666029,9.485627981834568
673,27,888,725.96344,725.5049234737407,0.458516467665504
564,551,1512,47.00338,46.22640727284033,0.7769725489370103
221,199,2283,548.66327,535.9974057158561,12.665863327112675
425,398,1759,915.847,915.1144807987222,0.7325040645590661
338,775,1995,71.463234,60.14437385485341,11.318860092900493
336,617,2084,293.37515,279.37538404689815,13.999768540992477
1046,529,2523,441.66733,441.6740459720373,-0.006718091177901897
750,489,1183,146.65413,145.27017699206326,1.3839520362570568
262,1206,2271,272.03754,271.42097068345305,0.6165659376407007
707,238,1036,28.970564,28.97056289599111,9.925586930137342e-07
325,502,1936,730.0214,732.7400029829922,-2.7185796431484732
476,163,1758,670.1429,669.7762474061026,0.36663589467866586
773,234,1096,89.755844,84.9833029922996,4.7725411239113384
427,251,1758,755.485,752.8990558503451,2.585929501217379
176,608,2294,417.35104,389.2274541066339,28.123589594537975
741,474,1183,293.5009,289.0668815114245,4.434003498341099
205,954,2258,740.9006,739.6964386098832,1.2041351205855335
143,719,2305,340.53174,340.183295379831,0.34844290141899137
89,570,2369,259.45978,251.02160228532767,8.438175546703576
199,943,2258,765.4959,763.8451329604931,1.6507776840381894
406,729,2742,796.97375,790.3002565229247,6.673498359887844
298,924,2101,511.58026,510.1277020653181,1.4525591651506602
680,52,1220,721.2354,720.8704022759003,0.36501032175590353
815,648,828,443.38242,442.91723624143697,0.46517953004740775
807,284,704,460.54773,449.2064824305711,11.3412470616164
373,194,5,564.39746,565.4742098364429,-1.076748898942924
670,106,2687,484.07013,482.16249402790964,1.907635366621605
153,1004,2314,1097.8019,1096.8797145735973,0.9221653092151882
296,624,2158,551.3996,538.3159952817471,13.083601886221686
627,395,1340,589.31744,595.2104296809019,-5.892985833245689
34,212,2329,692.90137,684.4351093711148,8.466257816385223
650,632,1557,468.5712,457.7958256333454,10.775371876420252
453,764,1795,319.00876,304.61451241775256,14.39424612716931
760,669,1198,171.60034,171.33044143603018,0.26990036084481517
485,922,1801,271.4506,269.1805830839725,2.2700089570431032
709,137,61,101.21719,100.97056289599111,0.24663070752451688
817,685,828,85.19745,75.07306765383252,10.124381076636226
282,706,2242,274.02188,274.05400207218275,-0.032120968667129546
335,1130,1848,1304.2498,1297.3010972503398,6.948658609035192
502,1026,1844,250.45018,242.234192828977,8.215987224733937
378,1139,1848,778.3572,772.3836196413823,5.9735580929926755
153,824,2310,176.23207,164.41809259223692,11.813978330614646
156,1064,2262,1218.9503,1240.0874778619855,-21.137160479172962
528,596,1541,536.77765,542.4184885886137,-5.640839662832491
151,1095,2267,1301.4628,1308.764843578119,-7.302075023431598
142,1149,2275,1131.6647,1131.6870959511516,-0.022423099589104822
798,715,1208,104.7714,110.94418371645166,-6.172783264791505
860,333,447,0.0,0.0,0.0
1012,463,2505,117.64691,100.04927849996578,17.59763312112797
286,334,2067,325.08627,327.2452257955355,-2.1589526021761003
151,743,2305,368.55432,361.34094968246444,7.213371606598059
879,609,544,199.88225,199.88225158396443,-3.6591597449842084e-06
182,778,2308,173.65443,158.58405814322148,15.07037606088008
329,348,2065,538.1381,536.8182163022011,1.3199062563926418
167,207,2279,245.47035,237.86962965303775,7.600722519813814
166,534,2293,44.888866,41.425199633789106,3.463666790771441
404,1030,2051,598.3757,599.4282950577375,-1.0526236710187504
675,165,2690,252.85281,252.85281447995558,-7.592524582378246e-07
235,1144,2267,246.1202,257.1109421508832,-10.990748669437892
421,334,1850,398.089,398.05803306051024,0.030956197302259625
128,1227,2275,1493.8927,1493.8714036452643,0.02129655004819142
184,1218,2275,853.21326,852.9527778127294,0.26047902320806315
702,818,1401,67.33054,57.371615184579014,9.958928333487393
963,551,2548,242.08257,244.03259932177323,-1.9500340141560457
532,484,1615,242.78671,239.80625703352564,2.9804556129587354
445,777,1792,191.8365,190.65681205270238,1.1796900224929345
358,800,1965,286.24463,271.82633382819654,14.418295078053461
529,443,1612,377.94443,379.1122169633564,-1.1677894731220135
409,1009,2051,306.91272,307.1582620815169,-0.24554235495440935
454,578,1771,184.50076,181.67256987132168,2.8281930681314407
660,964,1568,767.6256,762.7131400443832,4.912470307179319
250,1261,2271,520.7415,520.385997335687,0.3555187775942841
507,1082,1713,196.61769,195.96006466199947,0.6576263780395948
764,292,1099,130.3714,129.43994988858122,0.931449037200025
532,123,1409,544.33044,529.5976243626599,14.732819973277628
172,778,2308,147.61974,139.48371888716878,8.13601683060466
75,902,2312,842.25116,835.2435975151315,7.007562152837295
766,61,865,62.968643,61.57683487427207,1.3918083142044892
208,776,2250,40.970562,40.97056289599111,-9.147899362460521e-07
173,732,2305,171.37308,164.42008875204564,6.952988640532482
1075,447,2507,1681.5297,1656.7344937952637,24.79516929067381
372,274,1849,544.2641,544.2640723997779,2.6721315862232586e-05
871,492,510,41.99032,40.97056289599111,1.0197554023487356
453,751,1795,359.40845,344.0373643086522,15.371082956972828
253,112,2063,234.39203,235.68056813891258,-1.2885393303188266
577,932,1572,434.38153,433.9123643556504,0.46916640606832516
167,636,2149,561.5527,528.9410366479169,32.61163669192683
418,340,1856,421.3524,421.3523837118046,2.762804797384888e-06
609,646,1556,91.882256,91.88225158396443,3.970234786265792e-06
485,515,1765,212.94084,211.42715674315014,1.5136849316545522
286,768,2248,226.1025,209.6751379693324,16.4273553168004
733,534,1193,246.95145,245.4476292861671,1.503817247036011
511,881,1801,640.6719,636.5096194023617,4.16225559763825
1000,590,226,16.970562,16.97056289599111,-9.147899397987658e-07
70,570,2358,38.486523,36.28195571899414,2.2045669555664062
506,1087,1728,208.10657,211.58814534807652,-3.481577965264023
213,447,2103,238.62495,233.574621763587,5.050332460045809
255,491,2127,872.6388,853.8762274118797,18.762566533432846
452,437,1759,440.51163,437.98686278721993,2.524764410045691
229,797,2250,489.34412,486.9059667383353,2.4381494726022197
217,1085,2262,744.85443,765.1169099503747,-20.262478798030997
283,605,2158,472.20776,471.07400858604774,1.1337550858272607
466,386,1759,633.90784,631.1904466006972,2.7173903133652857
480,765,1795,133.86992,133.43063211387232,0.4392867093698669
368,513,1894,213.15703,214.43309537664476,-1.2760671784025703
569,411,2708,642.1413,643.0645307720056,-0.9232343852868325
357,722,1995,708.55383,703.0848211242748,5.469011883537746
451,557,1771,486.2813,488.8772180656028,-2.59590703044654
